Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxNWSxszLYH4r84kQx4AaABAg,,@MysticalWalk,,Taner harbinden ne leş bir insanmışsın be,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyrFYijuP807iKAmXl4AaABAg,,@SOYKAN54,,Taner abi napıyorsun,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugwwk8owZ1WCsUGV8tF4AaABAg,,@mrtyldz38,,Taner abiyi çok zorbaladınız be,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzdB7oDRMUjgEdoqtR4AaABAg,,@Fortinite_Dogu,,Hay teslaya ama ha,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugyi3WLnKciiPMGyayJ4AaABAg,,@eymenzengin4462,,Taner abiyi niye bu kadar dalga geçtiniz adam üzüldü ya,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzzLsJTYt07Pm-Kl0N4AaABAg,,@duruyy-2,,Limon ve elaraen shippppppp,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugyepek6p2rV69UWk1F4AaABAg,,@Enes-h8g4o,,Taneri almayın abi vallahi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzwC_FiMVOrhsRgv994AaABAg,,@WordsUnsaid-x7x,,Yemek yuh tamam abi ben,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugz4tK3DphM-AX6yc9J4AaABAg,,@efehantasdemir9280,,Taner abinin 5 puan verilmedi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwXXPXwN8fnFny-vP54AaABAg,,@erayoncevatan,,56:23,1,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugy_GrSa4xTarPWHnl94AaABAg,,@emirkaranfil5691,,hızlısından 2. sezon,0,7 gün önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwbJKXpmXcVJN26BAJ4AaABAg,,@ytaha20,,taner abiye haksızlık yapıldı+5 ini unutmasanız mertin -3 verecegi kişi degisebilirdi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzOutCPk3zPG68I_Od4AaABAg.AVnD96-zMWWAVp2qjbH5nF,UgwbJKXpmXcVJN26BAJ4AaABAg,@quintessence1028,@ytaha20,Evet among us ta elektrik görevi klipleri falan da vardı,0,1 ay önce,Evet
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxhDAXRD6Jqe9J5Si14AaABAg,,@vallahabensedat,,orhun abide katılsın,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugxr201DtjGUXeFRj7N4AaABAg,,@oyun_gunluklerii7407,,"Taner  Şahsi algılama

Seninle yemek yemeye gitmem....",0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzUIoWYRgGWWNwjunZ4AaABAg,,@OyaÇalı-n3c,,2.sezon gelir mi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwsRTyT2D5uYoJfFxB4AaABAg,,@stillz294,,Limon yerine başkası da polurmuş,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwQv14qSkwc2bIfLJd4AaABAg,,@Blur2003,,konsol tükürük,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzH9UMDRF5y6CBKDQ54AaABAg,,@cihaneringin7648,,Enis abinin evine gidin bonus olarak,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxN3MnoW9eqrVJcZWh4AaABAg,,@yorumsuyorum6002,,"Çekilişe bu video sayesinde katıldım ama çekiliş tam bir fiyaskoydu. Rakamlar yanlış okunup yanlış numaralara ödül verildi. Noter huzurunda deniliyor, doğrudur ama noter numaraları bile düzeltemedi. Bazılarını düzeltse de düzeltemedikleri oldu. Canlı video kaydı tekrar izlenip düzeltmeler neden yapılmıyor anlamıyorum? Mobile Legends Türkiye ve Milli Piyango adına çok üzüldüm. İyi bir süreç yönetemediler.",1,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwAkrk2nXMwGyXfpQd4AaABAg,,@FHGAMİNG-e3j,,Enis bi tek banamı itici geliyo,1,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxsR7qroyAFg5gR8714AaABAg,,@Serqlv,,BİTEMEZ BİTMEMELİ,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxdTyRS2A1vAWxbeZR4AaABAg,,@BahaShefıyev,,Oynun ismi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgztgdvQwkWc_m27TZh4AaABAg,,@karaKutu420,,REİS RENGOKU SEVİYOR,0,4 hafta önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxyqO2oUcDpqJX0j7t4AaABAg,,@hygttrrss,,Konsol oyunu bir yere çağırmayın ya,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugyk5RyOb0Eqhr1TsE14AaABAg,,@axaxaxaxaxxaxaxa,,abi bitti yenisini at,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwwwPfM0i8E2jwqIwt4AaABAg,,@XANTARESPEEK_DUST2,,TANERE ÜZÜLDÜM LAN AYIP DEĞİLMİ LAN,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyPiNDnBs-MkyHkZ694AaABAg,,@EvEv-y2t,,limon hala hediyesini veremedi😮😮😮,0,5 gün önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgysGwXRhAQuORhmdLF4AaABAg,,@muzoyılmaz-h8g,,Tuğkan abiyle mert abi kardeş mi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugw5RImZOzgfwiN7nkh4AaABAg,,@farukaydin8231,,Konsol oyun yeni sezonda olmasın,3,2 gün önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyYGBY-H8ZwuQOWkkh4AaABAg,,@ismethanvlr,,konsol fena samimiyetsiz ya,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxDGzA1MK0O_4xi4Td4AaABAg,,@baskanimgeliyorum5904,,20:50 50:36 50:55 51:52 54:10,0,1 ay önce (düzenlendi),Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyIWdm3npOyGlZhLjN4AaABAg,,@osmanozturk1300,,Lan olm adamın üstüne çok oynamışlar ya yazık,0,7 gün önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugw5RImZOzgfwiN7nkh4AaABAg.AX-PNVg5j3xAX-QMx7trEs,UgyIWdm3npOyGlZhLjN4AaABAg,@Elliewilliams1623,@osmanozturk1300,tamam kardeşim ya öğrenmişin gelmiyceni adam gayet samimi komik şu yaptığı haraketler olmasa komikliği azalır programın kesinlikle olmalıydı konsol oyun,1,2 gün önce,Evet
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugw5RImZOzgfwiN7nkh4AaABAg.AX-PNVg5j3xAX-yj_KdoD3,UgyIWdm3npOyGlZhLjN4AaABAg,@farukaydin8231,@osmanozturk1300,​ @Elliewilliams1623 yeni sezonda maalesef var,0,2 gün önce,Evet
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxIiWocYqDXkzRSa154AaABAg,,@azrl.y35,,LİMONUN HEDİYE KALLDII,1,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyMWkc3Iv1tAJeF1ld4AaABAg,,@user03672e,,bu kadro başka yayıncıların evlerine gitsin,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyzNgIZzRp1jE8ZY4J4AaABAg,,@AmethystRock-s2p,,Ya limon abla bu nedir yaa Türkiyede yaşıyoruz ingilterede değil yaa😡,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwOqpBVvFKjPYQu0w54AaABAg,,@HusenMemmedzade,,Spoiler !!!! 2ci sezon konuklardan birisi DOST KAYAOGLU !!!!,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzU8ZzMWQiu4xB5zz54AaABAg,,@furkanx171,,"şu walking dead şapkasını bulamadım ya , bulan gören bi linkini atabilir mi ??",0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugwzl6IYF8XwWu-cQQZ4AaABAg,,@cemalceri6230,,siz oruç değil miydiniz? yoksa oruç o zaman bitmiş miydi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxXTxb9XDcSOXHlnkd4AaABAg,,@Korguran,,şimdi biz ne izlicez,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwFTdxLOnet31eYAcZ4AaABAg,,@MertKahraman55,,1X5  IMDb 10 puan,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzUsFRTODXaZU41_CN4AaABAg,,@zeylupyyy,,NASIL BİTER,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxmNf434bA9Na-C4et4AaABAg,,@ÖsakStory,,yenı serı gelıcek mı,0,2 hafta önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugy03klpxb1z1GdcrW54AaABAg,,@Hesabpremum,,22:36 saygısızlık yapmiş,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugw53sSMHEjKUGlXATV4AaABAg,,@Yusuf_20_dnz,,2. Sezoooooooonnnnnb,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzMVEfAl3LdLumhBAV4AaABAg,,@enespala24,,taner abi yayıncılık ve içerik üreticiliği evreninden yasaklanmalı.,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugwv7qu517ZZH3ryPxR4AaABAg,,@despionay,,Limonsuz cok daha ıyı bır program olabılırdı pqueen gelmelı!,0,2 hafta önce (düzenlendi),Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxptZ7lXBUZEev8alB4AaABAg,,@suleymanylmaz778,,"Adam oyunu bilmiyor, reklamını yapıyor 😅",0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzLib-MG79M8drRohx4AaABAg,,@ElmiXx123,,limon vegan mı yoksa başka bir sebebden yiyemiyor?,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzDSFXE9Ycad_WWWM54AaABAg,,@00aim111Hyzer,,TANER BABAG,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgydNcQPobArvIUpL9F4AaABAg,,@MustBrave33,,Abi2. Sezon htalks,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxlvY8F0kWgCNfWBcZ4AaABAg,,@Ayctry,,taner varken izlenmez,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzcG-kLhBuSHrQU43t4AaABAg,,@erenlian,,Olm kaç yasindasiniz Taner abiyle askerlik arkadaşımız gibi konusuyonuz hayırdır olm,0,4 hafta önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugwzl6IYF8XwWu-cQQZ4AaABAg.AVDwKNWqVQkAVDxTdWtJ7x,UgzcG-kLhBuSHrQU43t4AaABAg,@erenb6416,@erenlian,ramazandan önce çekildi,0,1 ay önce,Evet
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugz50S8QvkjwXfC88Lp4AaABAg,,@Fıratmontana,,Bittimi dayı,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyrOeV7uqFLvT_4kKR4AaABAg,,@arifacikgoz,,limonun boynunda niye kravat var,0,11 gün önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzonOSY3uEMwFzH9cB4AaABAg,,@NoChange-1,,limon neded lilaya benziyo?,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwSedmSWnHaf7FdAJR4AaABAg,,@ricardo_martinezz,,bu hile değildi abi elraen le takım oldukları belli söylemeseydi,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwB_buPtOReNFLsgjJ4AaABAg,,@ozigibii,,sofra adabı olmayan adamı yarışmaya almanız en büyük saçmalık,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzUc9U6o2Ah9IfimT54AaABAg,,@AhmetYusufAyan,,Enis e  ayar olan bi benmiyim???????????,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxxwwbhrHfUUowUSNN4AaABAg,,@wfewefwfs,,5 v 5 dark sistem,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxEzhX7vzTNtPj8kOt4AaABAg,,@rabialloski,,47 OLUYO puani,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugza97dDNnqod9Ncivx4AaABAg,,@mvpumut6256,,53:17 ne oluyo awk,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwqV1NXOZHU9YaPMV94AaABAg,,@Strik3rPubg,,Bitti la...,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzDAqvqBjwsw8Ax1qp4AaABAg,,@Kleiph_skbr,,Cingöz abi çok iğrenç,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyuMQ1AyhNT3RHw0yd4AaABAg,,@fatmarrana,,Pqueeni bekliyoruz yani sezona,3,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxLP68LEwQjAUCV7dB4AaABAg,,@erayoncevatan,,56:24,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugw91xV383lilMBVqs54AaABAg,,@ecu9011,,ekip değişirse izlemem.,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxqItthJMrGeIa8D3B4AaABAg,,@Emirhan-j6q5u,,https://youtu.be/TCbEe0FdHPk?si=ppK3_vgg8SJ3OjTT,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxKU1cE47Hllka051x4AaABAg,,@OreoErkOnbasl,,34:43 teki Taner abinin hareket çok iyi,3,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzilUq0FYihUxmb2x94AaABAg,,@GGofiko,,Limon vegan mı,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyjWAgAphWlZ6GTSVZ4AaABAg,,@BerkeAyberk-xh4ut,,Tanerin yaptığı pislikler kabak tadı verdi ya kaç yaşında adamsın sofrada nasıl davranacağını öğrenemedin mi kendinden yaşça küçüklerin arasında kötü örnek oluşturuyosun yakışmıyor,1,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugxg5AkzVdUHUlRXvK14AaABAg,,@giga.tarih1,,bu konsol oyun ne kadar itici bişey ya,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzXxAf90Ca6JBSLfsl4AaABAg,,@-ninjaoyunda03,,53:16,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxERSuiGO6FujnTlPt4AaABAg,,@enes61kagan,,53:16,0,4 hafta önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxO_fSUoprV3mnJm_h4AaABAg,,@berkayiltekin5395,,Bitti aq,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyzsE9LZvwLzJr7B_N4AaABAg,,@jesusachill,,Konsol oyun hariç 3 yarışmacı kalsın o kadar pis şeyler yapıyor izleyen insanında midesini bulandırıyor,1,2 hafta önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugz3ANdrCBTZxV6adRZ4AaABAg,,@emirberkayece,,Cidden çok severek izlediğim bir reklam çalışmasıydı. Kesinlikle bir şekilde böyle içeriklere ihtiyacımız var.,1,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxARVSe3bhl4f80tUR4AaABAg,,@adamaslan9409,,53:23,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxaVLo2iBprZ0x7y-t4AaABAg,,@TheArt1-m7p,,Taner abi 1vs5,0,1 ay önce,Hayır
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxKFC2_5Pxw92evYIp4AaABAg,,@Spird5c,,BONUS:ENİS KİRAZOĞLU EV,0,1 ay önce,Hayır
